,RATING,CUT_COMMENT
276,4.0,像 张士豪 那样 的 男生 是 每个 女生 都 喜欢 过 的 吧 高高 帅帅 的 打篮球 骑 山地车 笑 起来 很 阳光 但 那 时候 一般 都 不会 有 勇气 去 争取 的 啊 等到 已经 长成 大人 已经 满怀 勇气 了 的 现在 那样 的 男生 就 没有 了
278,4.0,一个 女生 喜欢 男生 却 让 喜欢 着 她 的 小 T 帮忙 追 男生 结果 男生 爱上 小 T 小 T 变直 的 故事
279,5.0,于是 我 似乎 看到 多年 以后 你 站 在 一扇 蓝色 的 大 门前 下午 三点 的 阳光 你 仍 有 几颗 青春痘 你 笑 着 我 跑 向 你 问 你 好不好 你 点点头 三年 五年 以后 甚至 更久 更久 以后 我们 会 变成 什么样 的 大人 呢 是 体育老师 还是 我妈 虽然 我闭 着 眼睛 也 看不见 自己 但是 我 却 可以 看到 你
280,4.0,孟克柔 说 我 是 女生 我 爱 男生 我 觉得 和 男生 接过 吻 也许 就 不 喜欢 她 了 我 不能 告诉 她 不然 我们 连 朋友 都 当不成 了 张士豪 说 我 叫 张士豪 O型 血 天蝎座 游泳队 吉他社 要是 有 一天 你 喜欢 男生 了   一定 要 告诉 我林 月 珍说 我 喜欢 了 他 那么 久 还是 在 捡 他 的 垃圾 要是 把 他 原子笔 的 水写 干 了 他 就 会 爱 上 我
281,3.0,如果 你 十七岁 你 想 的 只是 能 不能 上 大学 不再 是 处 男尿尿 可以 一 直线 的话 你 该是 多么 幸福 的 小朋友 啊 好 不 甘心 喔 整个 夏天 都 快 过 完 了 好像 什么 事 都 没有 做用 两句 水成 这样 的 台词 就 把 我 戳 成 傻 逼 到底 怎么 做到 的
283,5.0,最 後 一段 对白 挽救 了 整部 电影 至少 我 是 这么 觉得
285,4.0,我 叫 周星星 白羊座 A型 辩论 队 篮球 社 我 还 不错 啊
287,4.0,适合 1824 岁 左右 人士 观看   单纯 得 像 水 一般 的 感情
288,3.0,又 是 一部 与 青春 有关 的 片子   像 蓝色 那样 清澈 又 深邃   最后 的 台词 加 分
289,5.0,非常 真實 的 電影   如同 週遭 的 生活 一般     91 年
290,4.0,青春 的 窃窃私语
291,4.0,我 叫 张士豪   天蝎座 O型 我 是 游泳队 吉他社 的   我 还 不错 哦
292,3.0,很 典型 的 台湾 文艺片 最后 的 对白 最棒
293,4.0,要死 啦 17 岁 少男少女 幻想 五年 后 已经 觉得 是 好 远 了 可是 这个 想象 中好 远 的 大人 也 比 现在 的 我 要 小 啊 桂纶 镁 好 虎 太 可爱 了 陈柏霖 真是 单薄 的 少年 面对 自己 喜欢 的 酷 女生 时 一脸 忠犬 面对 不 喜欢 的 女生 无师自通 就 学会 了 摆出 冷峻 疏远 的 表情 不过 桂纶 镁 这种 小娘 T 的 感觉 好 可爱 哦
294,5.0,虽然 我闭 着 眼睛 也 看不见 自己 但是 我 却 可以 看见 你
295,3.0,故事 过于 平淡 徐海 乔颜值 巅峰 之作
296,5.0,徐海 乔 最苏 最帅 最甜 最善
297,1.0,怎么 说 呢 好 奇葩 好 嗲 不过 女 的 很漂亮
299,5.0,好
300,3.0,期待
301,1.0,17112018     UA   Megabox 以 情色片 來 說 女角 都 太醜 了 吧 男主 那個 66 手勢 有夠 奇怪 跑車 調快 鏡頭 也 明白 但 逃跑 和 打架 場面 也 是 如此 就 太 好笑 了 而且 一個 在 台灣 發生 的 故事 香港 演員們 都 在 說粵語
302,3.0,真人 加 3D   CG 不少 配角 和 龙套 是 3D 动画 来 的 这种 形式 我 还是 第一次 看到 剧情 好像 也 没什么 好 说 的 一个 被判 了 死刑 的 神 料理 自己 的 后事 附身 在 一个 男子 身上 去 强奸 一个 能生 神 的 奇异 女性 非人类 目的 就是 让 那 女性 生下 神 囧 男主角 看着 眼熟 应该 是 钢琴师 里 的 那个 德军 军官 其它 还 在 什么 地方 见 过 就 想不起来 了
303,2.0,一群 造型 奇异 甚至 比较 牛 逼 的 人 与非 人 表演 了 一部 基本 没有 主线 的 游戏 demo
304,3.0,就是 这部 片 我 之前 一直 想不起来 这 到底 是 什么 坑 爹片 啊 好像 是 初中 看 的 被 雷焦 了
305,3.0,不太 明白 埃及 神在 未来 传种接代 的 故事 音乐 还 不错 活人 演员 有 几个 男主角 女主角 男配角 女配角 四个 男女 主角 相遇 之前 都 还 蛮 好 的 那 一段段 宗教仪式 般的 吟诵 我 很 喜欢 那 声音 节奏 和 语调
306,4.0,情节 乏善可陈 但 画面 极具 后现代主义 风格 凝重 压抑 的 色彩 令人 为 之 痴迷
307,2.0,创意 很 好 故事 很 好 拍 出来 的 节奏 就 乱七八糟 不能 指望 法国人 用 镜头 语言 去 讲 一个 本 就 讲 得 很 出色 的 故事 他们 只会 做 得 更 糟糕 反之 没有 故事情节 他们 倒 做 得 比较 好 Thomas   Kretschmann 很 美貌 太阳神 很 威猛 蓝色 是 最美 的 颜色
308,3.0,由性 生爱 繁复 庞大 的 背景 就 讲 了 一个 爱情故事 有点 莫名
309,1.0,即使 这部 电影 拍摄 年代 如此 久远 也 不能 阻止 我 鄙视 里面 类似 游戏 demo 的 画面
310,2.0,很 神奇 的 片子 动画 和 真人 演 的 片子 蓝色 抑郁 的 苍凉 感倒 是 很合 我 胃口 剧情 让 我 睡 去 了
311,1.0,把 我 恶心 了 的 科幻 烂片
312,4.0,记得 是 蛮 不错 的 科幻片 哲学 性 也 蛮 强 的 当时 大一 还是 大二 的 时候 整个 寝室 除了 我 看 懂 了 56 成 别人 都 看不懂 囧
314,3.0,"那 啃噬 我 的 灵魂 令 我 晕眩 混乱   
 　 　 它 无情地 落下 滚动 昏厥 直 下 冥府"
315,1.0,法国人 就 喜欢 拍 这种 垃圾 意淫 片 使劲 的 装 深沉 还有 画面 也 做 得 很 差 简直 就 像 动画片
316,2.0,果然 是 个 陷阱 CG 又 不是 CG 真人 也 不是 真人 只有 三个 演员 是 真的 其他 都 粗陋 的 动画人物 又 神 又 外星人 的 烂 啊 整剧 就是说 埃及 那个 鸟头 神 成功 地留 了 个种 不知所谓 仅 有 的 亮点 是 女主角 长得 不赖
317,3.0,又 是 一部 高中 看 的 电影 貌似 是 租 回来 的 DVD 里 的 那个 年代 啊 我 一点 都 不 怀念 只是 怀念 高中 时 看过 的 电影
318,2.0,看到 后面 简直 都 忘 了 那个 弱智 侦探 是 来 干 啥 的 了 后来 经 主角 提醒 才 记起 他 是 为了 破 连环 碎尸案
319,4.0,没看 完 这 四星 是 给 的 动画 及 场景 部分 对于 那 三个 狗头 猫头 鸟头 的 埃及 神祇 我 只能 说恩 还是 很 Sexy 滴 因为 基本上 是 裸体     o
320,3.0,要 重溫 啊   劇情 都 忘 了
321,3.0,补标 戴爷 推 这部 看 也 是 醉 了 她 说 当年 大 荧幕 看到 这样 的 效果 极为 震撼 但是 十年 后 看着 这 一堆 3D 效果 比肩 模拟 人生 的 小人 实在 是 视觉 疲劳 情节 真的 蛮 单纯 的 戴爷 说 是因为 信息量 太 大好 吧 whatever
322,5.0,甜心
323,3.0,长泽雅 美美 得 让 人 心慌 单为 这 也 得 添 一星 吧 剧情 什么 的 全是 浮云 矫情 做作 果然 也 有 亲情 的 一面
324,3.0,长泽 你 是 要 不要 主剧 啊 都 干嘛 去 鸟
325,5.0,好 好玩
326,4.0,果真 还是 家庭 剧 最 温馨 呐比 谁 都 爱 你 说 出来 真 豪迈
327,3.0,鳗鱼 饭 う ま そ う だ な あ
328,3.0,卖 鳗鱼 饭 的 一家人   看得 我 都 想 吃 鳗鱼 饭 了
329,3.0,最近 看电视 不行 啦
330,3.0,這個 有點 湊數 了 吧
331,3.0,只是 等待 是 不会 成长 的
332,5.0,テ レ ビ 静岡 　 在 最近 看 了 如此 多大 烂片 之后   这部 简直 是 让 我 感激涕零 啊   最 爱 这样 的 日本 家庭 戏   最后 那 首演 歌 让 它 从 4 星 升华 为 5
333,3.0,httpwwwdoubancomgrouptopic19836455
334,4.0,温馨 又 好看
336,3.0,还 不错   一 小时 的 sp 果然 勉强 了 点 柄 本佑 跟 艹 帝 好像
337,3.0,只有 小孩 滑倒 的 慢镜头 比较 有意思 长泽 雅美 也 太 清新 了 那个 妆 很淡
338,4.0,冷笑 話 好多 洗完 澡之後看 簡直 太治 癒 了
339,3.0,那个 酱 好 诱人 的 样子
342,4.0,同样 的 题材 天朝 都 拍烂 了 有 几部 能 这么 好
343,4.0,刚巧 连续 看 了 几部 有 国际歌 的 电影 赤色 分子 的 歌声 异常 激昂 共产主义 的 坚定 信徒 们 在 上个世纪 初期 带来 席卷 全球 的 风暴
344,3.0,只能 说 战争 就是 这么 残酷 再 惊心动魄 最终 都 会 化为 魂灵 或是 遗憾 和 痛
345,5.0,我要 信仰 共产主义 了
346,2.0,西班牙 左翼 电影 带有 明显 的 意识形态 倾向 表演 略 浮夸 调度 比 国产 电视剧 水准 高点 摄影 不错
347,3.0,姐姐 比 妹妹 漂亮 黑 夹克 够帅 西班牙 版江姐 在 那个 佛朗哥 镇压 残杀 共产党人 的 环境 下 被 捉 的 女 共党 在 监狱 里 居然 有 母婴 区 母亲 被 杀 后 婴孩 还 顺利 交给 亲人 了 所以 说 哪个 国家 的 共党 也 没 我国 共党 遭遇 更 残酷 于是 也 就 革命 更 彻底
348,5.0,坚韧 的 女性 的 形象 也 不 知道 西班牙 本国 人 看 这个 是 什么 感觉 难道 会 像 我们 看 红色 电视剧 一样 有 不良反应
349,5.0,有 了 这个 结局 算 不错 了   要 知道 我 可是 不怎么 喜欢 party
350,4.0,苦难 坚韧 信仰 与 泪水 这算 西班牙 的 江 姐们 吗 西语 国际歌 挺 好听 的
351,3.0,一部 以 故事 见长 的 情节剧 满是 情绪 痛苦 和 暴力 无辜 的 女性 成 了 残酷 男性 革命 和 政权 的 牺牲品 监狱 内 的 女人 集体 精神 恐惧 监狱 外 的 女人 开始 社交 恐惧 母亲 失去 子女 亲人 骨肉分离 片中 尽 是 苦难 和 不公 两位 女演员 的 表演 也 时刻 柔韧 着 观众 的 泪腺 即使 死亡 不可避免 但 人 的 那股 信念 一直 都 在
352,4.0,原来 西班牙 也 有 内战
353,3.0,西班牙语 忘得 差不多 了
354,3.0,西班牙 版 的 江姐 再 拍 也 没 咱 这么 主旋律
356,5.0,看过 太多 拍过 不少 越发 喜欢 有条不紊 的 讲述 电影 语法 用 得 有 章法 的 影片 了
357,3.0,洗脑 和 无神论 一念之间
358,1.0,西版红岩
359,4.0,一部 并 不算 深刻 和 别致 的 战争片 对 残暴 纳粹 和 虚伪 宗教 的 控诉 很 直白 纳粹 主动 让 怀孕 的 姐姐 生完 孩子 再 被 执行 死刑 这 从 剧作 的 角度 来讲 其实 削弱 了 一些 批判 的 力度 但是 全片 的 整体 气氛 还是 很 稳重 和 出色 的 用 下一代 来 象征 苦难 中 的 人们 终 有 一天 会 走出 阴霾 这招 总是 有效
360,4.0,每个 民族 都 对 自己 被压迫 的 时期 有 一种 特殊 的 虐恋 西班牙 也 是 如此 只能 说 弗朗哥 的 外交 才能 让 现在 的 西班牙 导演 少 了 一大堆 可歌可泣 的 故事 啊 没有 弗朗哥 在 德 苏美英 之间 跳舞 西班牙 被 卷入 二战 不可避免 甚至 会 成为 冷战 的 第一线 估计 西班牙 导演 很 恨 弗朗哥 吧
361,4.0,西班牙 版江姐   也 是 太会 比喻 红片 拍 得 这么 动情 还 以为 板鸭 是 社会主义 国家 呢
362,5.0,"你 赢 了 
 
 再 过 三年 或者 五年 
 如果 你 开始 喜欢 男生 
 你 一定 要 告诉 我 
 笑 屁 啊 
 我 是 说真的"
363,4.0,温馨 感人
364,5.0,孟克柔 张士 豪林月珍 天蝎座 O型 游泳队 吉他社 我 还 不错 哦
365,5.0,"台湾 导演 对于 青春片 的 把握 让 人 咋舌 
 反正 看 得 心里 又 温暖 又 感动 就是 了"
366,4.0,最后 一句 台词 值一星
367,4.0,张士豪 什么 时候 尿尿能 不 分叉 什么 时候 我们 能 长大 青春 文艺片 的 唯美 鼻祖 真的 是 好 有 青春 的 气息 而 又 不 矫揉造作 一起 看 大海 一起 等 绿灯 一起 拼 车速 可是 尽管 我 那么 爱 你 你 也 只是 没 办法 爱 我 而已
368,5.0,这部 电影 代表 了 大部分 人 对 台湾 青春片 最初 以及 最 深刻 的 印象
369,5.0,我 把 蓝色 大门 作为 我 二十一岁 的 礼物 送给 自己
370,4.0,无法 评价   那 是 一个 我 理解 不了 的 世界
371,4.0,一年 后 三年 后 五年 后 我们 会 变成 什么 样子 呢 由于 你 善良 开朗 又 自 在 你 应该 会 更帅 吧 于是 我 似乎 看 你 站 在 蓝色 大 门前 下午 三点 的 阳光 你 脸上 仍 有 几颗 青春痘 你 笑 着 我 跑 向 你 问 你 好不好 你 点点头 三年 五年 以后 甚至 更 远 以后 是 体育老师 还是 我妈 虽然 我 闭上眼睛 仍 看不见 自己 但 却 可以 看到 你
372,5.0,年轻 时要 看 一下 必须 的
373,5.0,孟克柔 遇到 张士豪 其实 挺 幸运 的 他 身上 有 很多 可贵 的 品质 正如 她 所说 的 善良 开朗 又 自 在 他 不仅 帮 她 确立 了 性取向 还 鼓励 她 向 喜欢 的 女孩子 表白 最后 他 还 说 如果 有 一天 你 开始 喜欢 男生 一定 要 第一个 告诉
374,5.0,好 喜欢 克柔 的 眼神 啊 我 的 青春 怎么 没有 这么 羞涩 过
375,4.0,这样 的 青春片 难免会 让 人 心动 真挚 而 清新 温暖 而 感人 台词 都 自然 流畅 从 一群 正 处于 青涩 年龄 的 小演员 口中 说 出来 更 像是 自己 青春 的 独白 有时候 欣赏 这样 一部 有 诚意 的 青春 电影 会 由衷 地 感谢 导演 感谢 他 给 了 我们 这样 一幕 呈现 我们 每个 人 青春 的 剧作
376,3.0,三星 到 三星 半 的 水准 没 那么 好 缺少 些 电影 质感 但 也 算 比较 良心 的 青春片 演员 都 是 适龄 而 不是 装纯 硬 上 剧情 其实 也 非常简单 除了 塞进 桂纶 镁 这个 在 三人 中 角色 和 作用 都 比较 特殊 的 人物 外 整个 故事 还 算 写实 好 在 没有 太 刻意追求 戏剧性 和 片中 三位 主角 类似 每个 人 的 17 岁 都 会 有 这样 一段 失恋 经历 吧
377,4.0,时过境迁 却 不 走样 的 蓝色 大门 将 暗恋 这件 酸酸甜甜 的 小事 诠释 得 极其 到位 这要 归功于 影片 对于 真实 生活 的 细腻 洞察 和 捕捉 然而 以 如今 的 眼光 去 重审 这部 有关 性启蒙 的 作品 时 我们 立刻 就 发现 了 校园 里 那些 暧昧 不清 的 关系 充满 着 危险 与 后怕 初吻 固然 十分 重要 和 必要 不过 遗憾 的 是 我们 无法 通过 接吻 来 确定 自己 的 身份 以及 性取向 但 好 在 主人公 们 都 像 娜娜 一样 把 这个 问题 交给 了 流变 的 时间 来 作答
378,4.0,那年 夏天 属于 我们 的 回忆
379,4.0,青春 也许 就是 这样 吧 不经意 的 一眼 也 还是 能够 望见 人群 中 的 他 总是 在 跌跌撞撞 中 成长 和 遇见 美好 愿 所有 的 你 都 能 在 最美 的 年华 遇见 最美 的 她
380,4.0,所见 过 的 把 真实 体验 与 浪漫情怀 糅合 至 最佳 的 华语 青春片 有 N 多 经典 的 人物 行为 细节 设计 的 巧妙 能 产生 很 真挚 的 心理 共鸣 让 三个 人物 绽放 的 青春 懵懂 之心 都 极为 动人 有 同性 元素 的 存在 让 三人 爱情 形成 了 最 有 戏剧性 的 套环 稍 不 完美 的 是 男女 主角 的 关系 发展 与 同性 线索 展开 稍显 失衡 让 孟 的 同 性取向 说服力 不足
381,5.0,青涩 懵懂 而 满怀 希冀 的 那年 夏天 1 纯净 美好 真实感 人 除克柔 那句 如果 小朋友 啊 外 毫无 矫饰 2 朦胧 的 同性恋 纠结 超越 传统 青春片 3 选角 成功 小 镁 和 柏霖 的 气质 与 表演 大赞 4 几处 精彩 的 远景 固定 长镜 搓 信 踢踏舞 水饺 店 转悠 与 体育馆 打架 5 青春 消逝 于 游泳馆 与 海滩 边 挥霍 于 单车 追逐 中 9510
383,3.0,现代版 的 俄狄浦斯 感觉 命中注定 的 情节 有点 融不进 现代 背景 要是 不 知道 原版 故事 的话 看着办 会 感觉 莫名其妙 男主 的 咆哮 技能 堪比 小马哥 裸戏 还有 一幕 摆 的 小野 洋子 和 约翰 列侬 的 风骚 姿势 看着 好 奇怪 啊 只能 理解 为 恋母情结 的 一种 外 在 表现 了 但是 当时 男主 还 以为 自己 死去 的 后妈 是 亲妈 呢 啊
384,3.0,不太 感冒
386,5.0,2014 旧历年 最后 一部 片子   可见 春晚 多 无聊
387,4.0,对于 美的 追求 是 没有 错 的 可是 我们 还是 需要 控制 自己 的 欲望 的 看 了 小说 的 开头 感觉 电影 表现 的 不够 全面
388,5.0,2 个 小时 之内 还原成 这样 很 不错 了 人物 各自 的 特点 被 夸张 放大 包法利 夫人 更加 虚荣 浮华 贪得无厌 医生 则 更加 软弱 可怜 那个 时代 的 女人 生 的 不好 有点 野心 就是 想入非非 有点 姿色 也 不知 是 福 是 过
389,4.0,镜子 的 运用 经典 相框 和 窗户 也 不错 很 好 的 把 小说 语言 转化成 了 视听 语言
390,3.0,这个 主角 颜值 不够 呀
391,3.0,标准 美国 人 翻拍 是 看过 Jones 演 的 第二个 心比天高 命比纸薄 的 形象 上 一个 是 嘉莉 妹妹 一星 给 Louis   Jourdan 这 男人 太帅 了 他 的 法国 口音 很 好听 虽然 又 是 一个 花花公子
393,3.0,她 很 想 去 巴黎 她 也 很 想 死
394,3.0,原来 已经 看过 了 今天 复习 了 一遍
395,4.0,又 懒 又 蠢 到底 哪里 值得 同情 了
397,5.0,子爵 的 美貌 压倒 了 剧中 的 一切
398,4.0,在 找 一个 优秀 的 人 还是 一个 对 自己 好 的 人 这个 问题 上 她 做 了 一个 冒险 的 决定 没 办法 啊 我 就是 这样 的 人 啊
399,5.0,还是 老版 好莱坞 的 好看 服装 造型 人物 场景 都 很 符合 虽 故事情节 略有 改动 但是 以 诉讼 官司 开头 以 福楼拜 之口 道 出 故事 还是 很 有 创意
400,3.0,包法利 夫人 就是 一位 玛丽 苏 深度 患者 完美 诠释 了 心比天高 命比纸薄
401,4.0,旧 的 梦想 破碎   就 会 产生 新 的 梦想   而 新 的 梦想 破碎   只好 跌进 无边 的 黑暗
402,4.0,跟 小说 比 起来 略去 了 许多 的 细节 和 故事 不过 也 非常 成功 地 塑造出 包法利 夫人 这个 执著 追求 上流社会 生活 的 女人 的 形象 也许 是 时代 的 差距 在 过去 一个 女人 若 是 想 改变 自己 的 社会 地位 只能 依靠 嫁个 好 丈夫 如 傲慢 与 偏见 的 开头 若 单方面 以 现代 女性 的 视角 来 评判 爱玛 那 她 确实 是 个 无比 失败 沉迷于 幻想 中 的 人
